link_id,tmc_corridor_name,tmc_road_sequence,tmc,link_type_name,from_node_id,to_node_id,geometry,link_type_code,FT,AT,nlanes,link_distance_VDF,free_speed,capacity,k_critical,v_congestion_cutoff,AM_Volume,AM_speed_BPR,AM_speed_QVDF,AM_t0,AM_t3,AM_P, AM_D,AM_DC_ratio,AM_mu,MD_Volume,MD_speed_BPR,MD_speed_QVDF,MD_t0,MD_t3,MD_P, MD_D,MD_DC_ratio,MD_mu,PM_Volume,PM_speed_BPR,PM_speed_QVDF,PM_t0,PM_t3,PM_P, PM_D,PM_DC_ratio,PM_mu,vh06,vh07,vh08,vh09,vh10,vh11,vh12,vh13,vh14,vh15,vh16,vh17,vh18,vh19,vrh06,vrh07,vrh08,vrh09,vrh10,vrh11,vrh12,vrh13,vrh14,vrh15,vrh16,vrh17,vrh18,vrh19,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,vr06:00,vr06:15,vr06:30,vr06:45,vr07:00,vr07:15,vr07:30,vr07:45,vr08:00,vr08:15,vr08:30,vr08:45,vr09:00,vr09:15,vr09:30,vr09:45,vr10:00,vr10:15,vr10:30,vr10:45,vr11:00,vr11:15,vr11:30,vr11:45,vr12:00,vr12:15,vr12:30,vr12:45,vr13:00,vr13:15,vr13:30,vr13:45,vr14:00,vr14:15,vr14:30,vr14:45,vr15:00,vr15:15,vr15:30,vr15:45,vr16:00,vr16:15,vr16:30,vr16:45,vr17:00,vr17:15,vr17:30,vr17:45,vr18:00,vr18:15,vr18:30,vr18:45,vr19:00,vr19:15,vr19:30,vr19:45,
201603BA,,-1,,,202796,2142,"LINESTRING (-112.421677 33.696129, -112.424953 33.711581)",,9,3,0,1.081550,20.000000,99999.000000,45.000000,17.000000,1.844044,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.072751,0.000001,17.000000, 1.844044,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.072751,0.000001,17.000000, 1.844044,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.072751,0.000001,17.000000, 20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201604AB,,-1,,,202476,202809,"LINESTRING (-112.410855 33.697082, -112.413552 33.687294)",,4,3,0,0.713450,40.000000,500.000000,45.000000,34.000000,5.246458,39.999933, 39.999484,7.749988,7.750012, 0.000024,0.931422,0.001863,34.000000, 5.246458,39.999933, 39.999484,7.749988,7.750012, 0.000024,0.931422,0.001863,34.000000, 5.246458,39.999933, 39.999484,7.749988,7.750012, 0.000024,0.931422,0.001863,34.000000, 40.000,39.500,40.000,40.000,39.999,39.999,39.499,39.999,40.000,38.640,35.957,36.378,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,39.999,39.999,33.999,39.999,39.999,39.999,39.999,39.999,39.999,40.000,40.000,40.000,40.000,39.258,38.517,37.775,37.034,36.292,35.550,34.809,28.910,35.072,36.715,38.357,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.850,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201604BA,,-1,,,202809,202476,"LINESTRING (-112.410462 33.686442, -112.407765 33.696230)",,4,3,0,0.713450,40.000000,500.000000,45.000000,34.000000,5.245806,39.999933, 39.999484,7.749988,7.750012, 0.000024,0.931306,0.001863,34.000000, 5.245806,39.999933, 39.999484,7.749988,7.750012, 0.000024,0.931306,0.001863,34.000000, 5.245806,39.999933, 39.999484,7.749988,7.750012, 0.000024,0.931306,0.001863,34.000000, 40.000,39.500,40.000,40.000,39.999,39.999,39.499,39.999,40.000,38.457,35.118,35.575,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,39.999,39.999,33.999,39.999,39.999,39.999,39.999,39.999,39.999,40.000,40.000,40.000,40.000,39.158,38.317,37.475,36.634,35.792,34.951,34.109,27.949,34.249,36.166,38.083,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.822,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201605AB,,-1,,,202476,202480,"LINESTRING (-112.407707 33.696655, -112.407700 33.712998)",,4,3,0,1.126390,40.000000,500.000000,45.000000,34.000000,5.245806,39.999933, 39.999484,7.749988,7.750012, 0.000024,0.931306,0.001863,34.000000, 5.245806,39.999933, 39.999484,7.749988,7.750012, 0.000024,0.931306,0.001863,34.000000, 5.245806,39.999933, 39.999484,7.749988,7.750012, 0.000024,0.931306,0.001863,34.000000, 40.000,39.500,40.000,40.000,39.999,39.999,39.499,39.999,40.000,38.457,35.118,35.575,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,39.999,39.999,33.999,39.999,39.999,39.999,39.999,39.999,39.999,40.000,40.000,40.000,40.000,39.158,38.317,37.475,36.634,35.792,34.951,34.109,27.949,34.249,36.166,38.083,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.822,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201605BA,,-1,,,202480,202476,"LINESTRING (-112.410906 33.713000, -112.410913 33.696657)",,4,3,0,1.126390,40.000000,500.000000,45.000000,34.000000,5.246458,39.999933, 39.999484,7.749988,7.750012, 0.000024,0.931422,0.001863,34.000000, 5.246458,39.999933, 39.999484,7.749988,7.750012, 0.000024,0.931422,0.001863,34.000000, 5.246458,39.999933, 39.999484,7.749988,7.750012, 0.000024,0.931422,0.001863,34.000000, 40.000,39.500,40.000,40.000,39.999,39.999,39.499,39.999,40.000,38.640,35.957,36.378,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,39.999,39.999,33.999,39.999,39.999,39.999,39.999,39.999,39.999,40.000,40.000,40.000,40.000,39.258,38.517,37.775,37.034,36.292,35.550,34.809,28.910,35.072,36.715,38.357,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.850,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201606AB,US-60-EASTBOUND,2,115-04405,,202796,202809,"LINESTRING (-112.424242 33.694542, -112.413004 33.685613)",,2,3,0,0.893240,46.000000,900.000000,45.000000,39.099998,456.580170,45.944986, 45.509945,7.740263,7.759737, 0.019474,88.119973,0.097911,39.099998, 456.580170,45.944986, 45.509945,7.740263,7.759737, 0.019474,88.119973,0.097911,39.099998, 456.580170,45.944986, 45.509945,7.740263,7.759737, 0.019474,88.119973,0.097911,39.099998, 45.871,45.032,45.786,45.848,45.517,45.186,44.357,45.283,45.748,44.274,40.959,41.564,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,46.000,45.930,45.859,45.789,45.718,45.648,45.578,38.648,45.605,45.704,45.802,45.901,46.000,45.917,45.834,45.752,45.669,45.586,45.503,45.420,45.337,45.255,45.172,45.089,45.006,44.923,37.886,44.954,45.070,45.187,45.303,45.419,45.535,45.651,45.768,45.884,46.000,45.059,44.117,43.176,42.235,41.293,40.352,39.411,32.558,39.784,41.856,43.928,46.000,46.000,46.000,46.000,46.000,46.000,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.988,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.969,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.833,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201606BA,US-60-WESTBOUND,15,115+05201,,202809,202796,"LINESTRING (-112.411010 33.688123, -112.422248 33.697052)",,2,3,0,0.893240,46.000000,900.000000,45.000000,39.099998,432.018071,45.949902, 45.756138,7.745181,7.754819, 0.009639,58.193050,0.064659,39.099998, 432.018071,45.949902, 45.756138,7.745181,7.754819, 0.009639,58.193050,0.064659,39.099998, 432.018071,45.949902, 45.756138,7.745181,7.754819, 0.009639,58.193050,0.064659,39.099998, 45.936,45.230,45.894,45.916,45.733,45.550,44.841,45.604,45.861,45.387,44.129,44.041,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,46.000,45.965,45.930,45.895,45.860,45.825,45.790,38.875,45.804,45.853,45.902,45.951,46.000,45.954,45.908,45.863,45.817,45.771,45.725,45.680,45.634,45.588,45.542,45.497,45.451,45.405,38.503,45.422,45.486,45.550,45.615,45.679,45.743,45.807,45.872,45.936,46.000,45.666,45.331,44.997,44.662,44.328,43.993,43.659,37.090,43.874,44.583,45.291,46.000,46.000,46.000,46.000,46.000,46.000,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.994,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.985,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.949,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201607AB,,-1,,,619,202480,"LINESTRING (-112.395105 33.712100, -112.409022 33.714577)",,9,3,0,0.819570,20.000000,99999.000000,45.000000,17.000000,0.889540,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.035094,0.000000,17.000000, 0.889540,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.035094,0.000000,17.000000, 0.889540,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.035094,0.000000,17.000000, 20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.001,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201607BA,,-1,,,202480,619,"LINESTRING (-112.409584 33.711421, -112.395667 33.708944)",,9,3,0,0.819570,20.000000,99999.000000,45.000000,17.000000,0.807056,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.031840,0.000000,17.000000, 0.807056,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.031840,0.000000,17.000000, 0.807056,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.031840,0.000000,17.000000, 20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.001,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201610AB,,-1,,,202482,202475,"LINESTRING (-112.412297 33.723055, -112.404888 33.723059)",,3,3,0,0.426700,43.000000,700.000000,45.000000,36.549999,0.478245,42.999998, 42.999982,7.750000,7.750000, 0.000001,0.169809,0.000243,36.549999, 0.478245,42.999998, 42.999982,7.750000,7.750000, 0.000001,0.169809,0.000243,36.549999, 0.478245,42.999998, 42.999982,7.750000,7.750000, 0.000001,0.169809,0.000243,36.549999, 43.000,42.462,43.000,43.000,43.000,43.000,42.462,43.000,43.000,42.059,40.127,40.283,43.000,43.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,36.550,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,36.550,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,42.487,41.974,41.461,40.948,40.435,39.921,39.408,32.882,39.727,40.818,41.909,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.900,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201610BA,,-1,,,202475,202482,"LINESTRING (-112.404888 33.726265, -112.412297 33.726261)",,3,3,0,0.426700,43.000000,700.000000,45.000000,36.549999,0.480934,42.999998, 42.999982,7.750000,7.750000, 0.000001,0.170764,0.000244,36.549999, 0.480934,42.999998, 42.999982,7.750000,7.750000, 0.000001,0.170764,0.000244,36.549999, 0.480934,42.999998, 42.999982,7.750000,7.750000, 0.000001,0.170764,0.000244,36.549999, 43.000,42.462,43.000,43.000,43.000,43.000,42.462,43.000,43.000,42.167,40.554,40.639,43.000,43.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,36.550,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,36.550,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,42.546,42.091,41.637,41.182,40.728,40.273,39.819,33.275,40.124,41.083,42.041,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.910,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201611AB,,-1,,,202478,202482,"LINESTRING (-112.413841 33.731988, -112.413900 33.724671)",,4,3,0,0.504420,40.000000,500.000000,45.000000,34.000000,2.313286,39.999946, 39.999583,7.749990,7.750010, 0.000020,0.821372,0.001643,34.000000, 2.313286,39.999946, 39.999583,7.749990,7.750010, 0.000020,0.821372,0.001643,34.000000, 2.313286,39.999946, 39.999583,7.749990,7.750010, 0.000020,0.821372,0.001643,34.000000, 40.000,39.500,40.000,40.000,40.000,39.999,39.499,39.999,40.000,39.764,39.248,38.940,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,39.999,33.999,39.999,39.999,39.999,39.999,39.999,40.000,40.000,40.000,40.000,40.000,39.871,39.742,39.613,39.485,39.356,39.227,39.098,33.031,39.215,39.477,39.738,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.971,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201611BA,,-1,,,202482,202478,"LINESTRING (-112.410694 33.724645, -112.410635 33.731962)",,4,3,0,0.504420,40.000000,500.000000,45.000000,34.000000,2.351048,39.999944, 39.999571,7.749990,7.750010, 0.000020,0.834780,0.001670,34.000000, 2.351048,39.999944, 39.999571,7.749990,7.750010, 0.000020,0.834780,0.001670,34.000000, 2.351048,39.999944, 39.999571,7.749990,7.750010, 0.000020,0.834780,0.001670,34.000000, 40.000,39.500,40.000,40.000,40.000,39.999,39.499,39.999,40.000,39.680,38.983,38.739,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,39.999,33.999,39.999,39.999,39.999,39.999,39.999,40.000,40.000,40.000,40.000,40.000,39.826,39.651,39.477,39.303,39.128,38.954,38.780,32.697,38.932,39.288,39.644,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.962,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201613AB,,-1,,,2136,202474,"LINESTRING (-112.405049 33.731788, -112.405825 33.724829)",,9,3,0,0.481700,20.000000,99999.000000,45.000000,17.000000,0.079129,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.003122,0.000000,17.000000, 0.079129,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.003122,0.000000,17.000000, 0.079129,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.003122,0.000000,17.000000, 20.000,19.748,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,16.980,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.005,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201613BA,,-1,,,202474,2136,"LINESTRING (-112.402639 33.724473, -112.401863 33.731432)",,9,3,0,0.481700,20.000000,99999.000000,45.000000,17.000000,0.079148,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.003123,0.000000,17.000000, 0.079148,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.003123,0.000000,17.000000, 0.079148,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.003123,0.000000,17.000000, 20.000,19.749,20.000,20.000,20.000,20.000,19.751,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,16.984,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.009,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201614AB,,-1,,,202474,202484,"LINESTRING (-112.404221 33.723048, -112.394616 33.723116)",,3,3,0,0.553170,43.000000,700.000000,45.000000,36.549999,0.399097,42.999998, 42.999987,7.750000,7.750000, 0.000001,0.141706,0.000202,36.549999, 0.399097,42.999998, 42.999987,7.750000,7.750000, 0.000001,0.141706,0.000202,36.549999, 0.399097,42.999998, 42.999987,7.750000,7.750000, 0.000001,0.141706,0.000202,36.549999, 43.000,42.462,43.000,43.000,43.000,43.000,42.462,43.000,43.000,42.521,41.477,41.316,43.000,43.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,36.550,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,36.550,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,42.739,42.478,42.217,41.956,41.695,41.434,41.173,34.618,41.387,41.925,42.462,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.947,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
